transaction_id,transaction_date,transaction_type,amount,location,customer_age,account_age_days,previous_transaction_count,is_fraud
TXN00284,2026-01-14 17:19:00,Transfer,441.67,Kolkata,39,1620,53,0
TXN05772,2026-01-14 17:19:00,Transfer,198.01,Bengaluru,32,761,6,0
TXN07732,2026-01-14 17:20:00,Withdrawal,153.65,Chennai,39,681,36,0
TXN01861,2026-01-14 17:30:00,Transfer,156.44,Hyderabad,61,465,140,0
TXN03447,2026-01-14 17:38:00,Payment,516.86,Bengaluru,44,1033,46,0
TXN01548,2026-01-14 17:40:00,Transfer,773.37,Mumbai,43,614,8,0
TXN09094,2026-01-14 17:40:00,Payment,215.15,Mumbai,60,2687,28,0
TXN05739,2026-01-14 17:41:00,Payment,115.48,Bengaluru,30,2071,52,0
TXN07975,2026-01-14 17:43:00,Payment,437.78,Ahmedabad,60,1076,46,0
TXN05031,2026-01-14 17:45:00,Transfer,130.79,Delhi,41,725,77,0
TXN03892,2026-01-14 17:47:00,Transfer,250.03,Ahmedabad,54,722,65,0
TXN06430,2026-01-14 17:48:00,Transfer,69.51,Bengaluru,19,980,37,1
TXN06588,2026-01-14 17:50:00,Transfer,21.76,Kolkata,65,1458,29,0
TXN05479,2026-01-14 17:55:00,Transfer,820.02,Bengaluru,26,1354,37,0
TXN03676,2026-01-14 18:07:00,Transfer,435.25,Bengaluru,41,675,31,0
TXN04800,2026-01-14 18:07:00,Payment,57.67,Delhi,42,1538,40,0
TXN00755,2026-01-14 18:07:00,Payment,213.65,Ahmedabad,29,520,58,0
TXN05544,2026-01-14 18:07:00,Transfer,249.3,Mumbai,69,2928,11,0
TXN07368,2026-01-14 18:08:00,Withdrawal,64.72,Chennai,55,2073,48,1
TXN04243,2026-01-14 18:12:00,Transfer,367.71,Mumbai,30,652,100,0
TXN09818,2026-01-14 18:20:00,Payment,37.99,Bengaluru,55,1543,50,0
TXN01274,2026-01-14 18:24:00,Payment,384.0,Delhi,54,1240,8,0
TXN04439,2026-01-14 18:25:00,Transfer,242.52,Hyderabad,36,589,50,0
TXN09338,2026-01-14 18:28:00,Transfer,72.6,Jaipur,55,451,19,0
TXN05222,2026-01-14 18:28:00,Transfer,9.48,Mumbai,33,1417,77,0
TXN09913,2026-01-14 18:30:00,Withdrawal,51.7,Kolkata,18,1244,13,0
TXN09253,2026-01-14 18:31:00,Payment,41.98,Delhi,68,763,52,0
TXN02179,2026-01-14 18:32:00,Withdrawal,65.85,Jaipur,21,333,31,0
TXN08480,2026-01-14 18:34:00,Payment,497.96,Bengaluru,54,2084,38,0
TXN04240,2026-01-14 18:37:00,Payment,774.76,Kolkata,69,945,24,0
TXN01627,2026-01-14 18:38:00,Payment,247.41,Bengaluru,33,675,132,0
TXN04546,2026-01-14 18:46:00,Payment,1466.38,Pune,21,1173,99,0
TXN05190,2026-01-14 18:52:00,Payment,507.88,Ahmedabad,52,1154,31,0
TXN06486,2026-01-14 18:57:00,Withdrawal,49.9,Chennai,38,264,84,0
TXN03584,2026-01-14 18:58:00,Payment,1296.78,Pune,39,1098,43,0
TXN02933,2026-01-14 19:04:00,Withdrawal,299.35,Bengaluru,35,1157,37,0
TXN02247,2026-01-14 19:05:00,Payment,207.22,Mumbai,45,2480,17,0
TXN08285,2026-01-14 19:12:00,Payment,195.77,Mumbai,50,923,78,0
TXN02186,2026-01-14 19:16:00,Payment,87.11,Mumbai,37,338,56,0
TXN08202,2026-01-14 19:17:00,Payment,173.11,Pune,20,1041,153,0
TXN03449,2026-01-14 19:18:00,Transfer,95.69,Hyderabad,32,100,98,1
TXN03963,2026-01-14 19:18:00,Transfer,10.62,Chennai,23,97,166,0
TXN03330,2026-01-14 19:19:00,Transfer,306.41,Bengaluru,34,1470,46,0
TXN07840,2026-01-14 19:20:00,Payment,93.92,Chennai,45,1223,39,0
TXN02072,2026-01-14 19:20:00,Payment,851.42,Hyderabad,60,949,149,0
TXN01171,2026-01-14 19:28:00,Payment,71.01,Bengaluru,19,1241,3,0
TXN01768,2026-01-14 19:33:00,Payment,165.4,Mumbai,58,320,98,0
TXN08925,2026-01-14 19:34:00,Payment,58.41,Hyderabad,18,541,37,0
TXN03508,2026-01-14 19:34:00,Transfer,136.6,Delhi,67,376,60,0
TXN02546,2026-01-14 19:34:00,Payment,22.74,Delhi,24,319,12,0
TXN02214,2026-01-14 19:35:00,Payment,324.95,Jaipur,36,860,105,0
TXN05575,2026-01-14 19:35:00,Withdrawal,9.95,Mumbai,51,1138,51,0
TXN00710,2026-01-14 19:39:00,Payment,232.15,Chennai,19,285,16,0
TXN04352,2026-01-14 19:40:00,Withdrawal,86.91,Mumbai,41,762,41,0
TXN01253,2026-01-14 19:45:00,Transfer,156.84,Bengaluru,27,739,15,0
TXN08589,2026-01-14 19:51:00,Transfer,575.32,Mumbai,58,2061,83,0
TXN08767,2026-01-14 19:53:00,Withdrawal,371.08,Bengaluru,50,374,93,0
TXN00395,2026-01-14 19:56:00,Transfer,156.84,Bengaluru,48,2331,33,0
TXN08034,2026-01-14 19:57:00,Payment,501.48,Kolkata,37,1414,23,0
TXN00553,2026-01-14 19:59:00,Payment,162.64,Mumbai,25,967,46,0
TXN06407,2026-01-14 19:59:00,Transfer,171.57,Chennai,59,332,52,0
TXN07046,2026-01-14 20:00:00,Payment,558.6,Bengaluru,61,940,4,0
TXN03740,2026-01-14 20:03:00,Payment,216.28,Mumbai,55,732,24,0
TXN04729,2026-01-14 20:05:00,Payment,205.07,Mumbai,40,378,53,0
TXN00169,2026-01-14 20:05:00,Payment,568.14,Bengaluru,36,859,64,0
TXN02090,2026-01-14 20:08:00,Transfer,224.0,Mumbai,63,445,53,0
TXN03026,2026-01-14 20:12:00,Transfer,396.35,Ahmedabad,62,392,103,0
TXN00979,2026-01-14 20:14:00,Payment,391.54,Mumbai,18,1548,45,0
TXN02115,2026-01-14 20:17:00,Payment,504.72,Delhi,45,1030,77,0
TXN03697,2026-01-14 20:18:00,Payment,406.99,Mumbai,31,993,28,0
TXN00882,2026-01-14 20:18:00,Payment,177.54,Ahmedabad,54,1104,60,1
TXN03862,2026-01-14 20:21:00,Payment,761.93,Bengaluru,20,498,26,1
TXN05327,2026-01-14 20:23:00,Transfer,188.25,Chennai,38,490,45,0
TXN07620,2026-01-14 20:27:00,Withdrawal,262.41,Mumbai,62,684,19,0
TXN08194,2026-01-14 20:28:00,Payment,42.92,Kolkata,61,915,63,0
TXN06444,2026-01-14 20:30:00,Payment,2542.17,Delhi,40,1935,46,0
TXN07769,2026-01-14 20:30:00,Payment,423.46,Mumbai,30,720,74,0
TXN05633,2026-01-14 20:31:00,Payment,238.74,Pune,29,1413,31,0
TXN05086,2026-01-14 20:31:00,Payment,141.71,Hyderabad,44,630,32,0
TXN07496,2026-01-14 20:38:00,Payment,48.93,Bengaluru,65,1162,19,0
TXN03283,2026-01-14 20:45:00,Payment,266.96,Kolkata,66,1175,93,0
TXN01688,2026-01-14 20:45:00,Transfer,432.17,Hyderabad,28,870,45,0
TXN05709,2026-01-14 20:46:00,Transfer,243.63,Mumbai,47,828,65,0
TXN00188,2026-01-14 20:46:00,Payment,604.89,Bengaluru,58,705,34,0
TXN09139,2026-01-14 20:47:00,Payment,69.01,Delhi,43,708,17,0
TXN02989,2026-01-14 20:51:00,Payment,244.35,Jaipur,33,824,19,0
TXN01674,2026-01-14 20:57:00,Payment,568.8,Kolkata,62,1347,123,0
TXN02433,2026-01-14 21:01:00,Withdrawal,3093.57,Chennai,26,602,120,1
TXN00248,2026-01-14 21:03:00,Payment,39.21,Bengaluru,34,1296,17,0
TXN07247,2026-01-14 21:04:00,Payment,753.09,Kolkata,68,1199,65,0
TXN08278,2026-01-14 21:05:00,Transfer,181.99,Bengaluru,45,856,54,0
TXN03867,2026-01-14 21:07:00,Payment,23.2,Bengaluru,66,1265,27,0
TXN00382,2026-01-14 21:08:00,Transfer,407.81,Bengaluru,26,1469,27,0
TXN08950,2026-01-14 21:08:00,Transfer,156.71,Bengaluru,66,535,40,0
TXN03958,2026-01-14 21:10:00,Payment,95.44,Chennai,54,177,62,0
TXN01146,2026-01-14 21:15:00,Payment,122.22,Hyderabad,50,1334,87,0
TXN08106,2026-01-14 21:20:00,Withdrawal,9.8,Mumbai,24,373,50,0
TXN05753,2026-01-14 21:24:00,Withdrawal,222.11,Chennai,25,320,26,0
TXN06449,2026-01-14 21:24:00,Payment,264.08,Ahmedabad,66,370,63,0
TXN08341,2026-01-14 21:25:00,Payment,81.4,Pune,34,658,3,0
TXN07800,2026-01-14 21:25:00,Payment,1590.93,Bengaluru,49,1571,35,0
TXN07217,2026-01-14 21:32:00,Transfer,285.89,Mumbai,31,1606,21,0
TXN09931,2026-01-14 21:33:00,Payment,363.23,Jaipur,31,1739,134,0
TXN01622,2026-01-14 21:36:00,Payment,25.92,Mumbai,34,2087,45,0
TXN09286,2026-01-14 21:41:00,Withdrawal,639.58,Bengaluru,22,515,66,0
TXN08591,2026-01-14 21:49:00,Payment,290.05,Delhi,62,386,53,0
TXN08337,2026-01-14 21:49:00,Payment,313.05,Delhi,46,272,56,0
TXN06638,2026-01-14 21:56:00,Payment,572.12,Bengaluru,66,682,23,0
TXN09460,2026-01-14 21:56:00,Payment,98.94,Jaipur,41,989,27,0
TXN05857,2026-01-14 21:58:00,Transfer,220.53,Pune,27,580,21,0
TXN09095,2026-01-14 21:59:00,Transfer,374.76,Hyderabad,51,447,40,0
TXN00936,2026-01-14 22:01:00,Payment,2228.87,Kolkata,53,237,59,0
TXN08136,2026-01-14 22:04:00,Payment,294.81,Mumbai,52,765,34,0
TXN01001,2026-01-14 22:06:00,Transfer,958.9,Kolkata,41,992,21,0
TXN00908,2026-01-14 22:08:00,Payment,749.07,Jaipur,52,953,121,0
TXN00078,2026-01-14 22:09:00,Payment,69.73,Chennai,64,1459,14,0
TXN05169,2026-01-14 22:13:00,Payment,114.32,Delhi,34,377,89,0
TXN00628,2026-01-14 22:14:00,Transfer,64.0,Hyderabad,64,1173,55,0
TXN01015,2026-01-14 22:17:00,Payment,226.72,Pune,23,1459,19,0
TXN08009,2026-01-14 22:17:00,Withdrawal,1464.52,Pune,54,1293,99,0
TXN06285,2026-01-14 22:18:00,Payment,234.92,Mumbai,50,661,37,0
TXN03739,2026-01-14 22:20:00,Transfer,345.2,Chennai,31,975,14,0
TXN07339,2026-01-14 22:25:00,Transfer,219.49,Bengaluru,41,671,40,0
TXN06125,2026-01-14 22:29:00,Withdrawal,412.74,Chennai,30,2269,46,0
TXN04709,2026-01-14 22:33:00,Payment,414.27,Mumbai,33,832,4,0
TXN02147,2026-01-14 22:33:00,Payment,128.47,Mumbai,60,668,22,0
TXN02384,2026-01-14 22:34:00,Payment,916.99,Mumbai,37,487,90,0
TXN02527,2026-01-14 22:35:00,Payment,83.05,Pune,25,313,32,0
TXN09168,2026-01-14 22:38:00,Transfer,148.11,Bengaluru,48,1889,25,1
TXN03588,2026-01-14 22:48:00,Payment,222.99,Chennai,62,2194,46,0
TXN03912,2026-01-14 22:51:00,Transfer,146.62,Hyderabad,29,1041,91,0
TXN09760,2026-01-14 22:52:00,Withdrawal,235.9,Chennai,29,784,32,0
TXN02881,2026-01-14 22:53:00,Transfer,229.3,Chennai,37,664,58,0
TXN06569,2026-01-14 22:55:00,Payment,730.54,Ahmedabad,45,694,75,0
TXN03910,2026-01-14 22:58:00,Payment,1586.73,Mumbai,37,2363,23,0
TXN01474,2026-01-14 22:59:00,Transfer,10.4,Pune,32,956,128,0
TXN02085,2026-01-15 08:02:00,Payment,94.2,Mumbai,24,343,41,0
TXN06547,2026-01-15 08:04:00,Transfer,649.71,Mumbai,66,1087,42,0
TXN09639,2026-01-15 08:04:00,Payment,289.19,Pune,52,1197,64,0
TXN02063,2026-01-15 08:06:00,Payment,233.06,Hyderabad,52,823,48,0
TXN04901,2026-01-15 08:08:00,Payment,122.99,Delhi,48,676,38,0
TXN03938,2026-01-15 08:09:00,Transfer,467.04,Mumbai,19,2103,92,1
TXN05654,2026-01-15 08:09:00,Transfer,516.25,Ahmedabad,43,1903,21,0
TXN07548,2026-01-15 08:12:00,Payment,318.91,Mumbai,69,357,74,0
TXN02560,2026-01-15 08:13:00,Transfer,24.88,Bengaluru,51,1136,12,0
TXN04285,2026-01-15 08:13:00,Payment,717.68,Chennai,48,1104,53,0
TXN01747,2026-01-15 08:14:00,Transfer,89.9,Kolkata,57,233,63,0
TXN02477,2026-01-15 08:16:00,Payment,472.17,Ahmedabad,59,338,11,0
TXN05980,2026-01-15 08:17:00,Withdrawal,275.79,Mumbai,20,370,33,0
TXN03670,2026-01-15 08:23:00,Payment,625.75,Kolkata,24,1707,35,0
TXN03102,2026-01-15 08:25:00,Payment,88.06,Mumbai,32,567,60,1
TXN00426,2026-01-15 08:30:00,Transfer,170.52,Ahmedabad,31,697,17,0
TXN00117,2026-01-15 08:30:00,Transfer,308.0,Jaipur,59,624,27,0
TXN00515,2026-01-15 08:32:00,Payment,647.47,Delhi,20,811,63,0
TXN09791,2026-01-15 08:34:00,Payment,428.86,Mumbai,22,381,11,0
TXN03498,2026-01-15 08:38:00,Payment,272.11,Delhi,65,944,104,0
TXN03450,2026-01-15 08:38:00,Withdrawal,338.67,Bengaluru,20,912,88,0
TXN00895,2026-01-15 08:44:00,Payment,128.9,Pune,57,2935,36,0
TXN00443,2026-01-15 08:53:00,Payment,174.81,Kolkata,50,435,53,1
TXN05538,2026-01-15 08:54:00,Transfer,227.75,Delhi,35,273,30,0
TXN05588,2026-01-15 08:55:00,Transfer,108.36,Mumbai,56,1678,30,0
TXN05758,2026-01-15 08:56:00,Transfer,160.38,Pune,26,2563,16,0
TXN07709,2026-01-15 09:00:00,Payment,74.75,Mumbai,55,1106,14,0
TXN08100,2026-01-15 09:06:00,Payment,43.65,Bengaluru,55,325,3,0
TXN04936,2026-01-15 09:09:00,Transfer,91.0,Bengaluru,35,570,81,0
TXN04348,2026-01-15 09:09:00,Payment,2651.72,Hyderabad,56,392,7,0
TXN09735,2026-01-15 09:16:00,Transfer,54.16,Hyderabad,31,982,13,0
TXN08628,2026-01-15 09:17:00,Transfer,90.24,Mumbai,45,946,15,0
TXN03384,2026-01-15 09:19:00,Withdrawal,58.46,Chennai,38,609,36,0
TXN08717,2026-01-15 09:23:00,Transfer,164.16,Hyderabad,64,2516,34,0
TXN02395,2026-01-15 09:23:00,Payment,180.19,Hyderabad,55,859,38,0
TXN08552,2026-01-15 09:23:00,Transfer,412.87,Mumbai,52,462,6,0
TXN08701,2026-01-15 09:25:00,Payment,51.64,Pune,64,1018,49,0
TXN03110,2026-01-15 09:28:00,Transfer,140.44,Kolkata,42,1358,31,0
TXN06612,2026-01-15 09:29:00,Payment,1061.71,Kolkata,40,251,83,0
TXN07053,2026-01-15 09:32:00,Withdrawal,92.56,Hyderabad,45,1071,28,0
TXN01911,2026-01-15 09:33:00,Payment,104.76,Hyderabad,62,270,45,0
TXN02203,2026-01-15 09:34:00,Payment,103.74,Jaipur,19,1356,33,0
TXN05206,2026-01-15 09:34:00,Transfer,238.49,Chennai,43,874,26,0
TXN00343,2026-01-15 09:36:00,Payment,201.31,Jaipur,27,2546,23,0
TXN04920,2026-01-15 09:39:00,Transfer,193.05,Pune,27,260,33,1
TXN05436,2026-01-15 09:42:00,Transfer,196.36,Bengaluru,18,311,164,0
TXN01882,2026-01-15 09:46:00,Payment,2157.47,Hyderabad,51,559,102,0
TXN06134,2026-01-15 09:48:00,Payment,130.16,Ahmedabad,31,884,24,0
TXN08740,2026-01-15 09:48:00,Payment,130.95,Kolkata,57,285,8,0
TXN01529,2026-01-15 09:51:00,Payment,77.82,Hyderabad,46,618,26,0
TXN05026,2026-01-15 09:57:00,Payment,356.63,Chennai,57,1592,1,0
TXN03626,2026-01-15 09:58:00,Payment,1780.24,Kolkata,69,1022,22,0
TXN09605,2026-01-15 10:00:00,Payment,83.21,Pune,44,1236,52,0
TXN02995,2026-01-15 10:02:00,Payment,395.21,Mumbai,51,456,12,1
TXN09336,2026-01-15 10:05:00,Withdrawal,1036.18,Mumbai,32,1102,34,0
TXN02812,2026-01-15 10:09:00,Payment,206.74,Bengaluru,21,1947,159,0
TXN08174,2026-01-15 10:14:00,Payment,128.03,Mumbai,60,267,39,0
TXN09586,2026-01-15 10:15:00,Transfer,15.2,Kolkata,61,953,133,0
TXN05453,2026-01-15 10:19:00,Transfer,582.62,Jaipur,45,1637,16,0
TXN01914,2026-01-15 10:20:00,Transfer,510.81,Mumbai,56,1342,31,0
TXN05202,2026-01-15 10:26:00,Payment,970.88,Bengaluru,38,222,27,0
TXN07197,2026-01-15 10:29:00,Payment,33.37,Mumbai,51,841,29,0
TXN06184,2026-01-15 10:35:00,Payment,1301.69,Hyderabad,48,1771,37,0
TXN03297,2026-01-15 10:36:00,Payment,389.18,Bengaluru,44,4000,61,0
TXN05184,2026-01-15 10:37:00,Payment,267.32,Mumbai,30,248,51,0
TXN08638,2026-01-15 10:38:00,Payment,252.37,Delhi,63,1434,74,0
TXN09789,2026-01-15 10:45:00,Payment,266.33,Bengaluru,22,676,80,0
TXN09534,2026-01-15 10:49:00,Payment,220.83,Delhi,29,1485,40,0
TXN01318,2026-01-15 10:51:00,Payment,232.06,Delhi,67,786,12,0
TXN02947,2026-01-15 10:52:00,Payment,50.05,Bengaluru,43,819,18,0
TXN09637,2026-01-15 10:54:00,Transfer,927.27,Delhi,25,3891,16,0
TXN03809,2026-01-15 10:54:00,Transfer,178.7,Delhi,48,832,10,0
TXN00002,2026-01-15 10:55:00,Payment,306.56,Chennai,27,229,145,0
TXN01799,2026-01-15 10:55:00,Transfer,284.29,Pune,44,266,5,0
TXN03367,2026-01-15 10:57:00,Withdrawal,1413.78,Kolkata,37,466,15,0
TXN03375,2026-01-15 11:01:00,Payment,562.35,Jaipur,53,648,57,0
TXN00062,2026-01-15 11:02:00,Withdrawal,111.81,Pune,28,937,67,0
TXN00665,2026-01-15 11:02:00,Transfer,184.77,Bengaluru,34,182,55,1
TXN01822,2026-01-15 11:06:00,Transfer,38.86,Jaipur,24,1927,38,1
TXN09391,2026-01-15 11:07:00,Payment,196.98,Ahmedabad,64,993,40,0
TXN01642,2026-01-15 11:09:00,Transfer,188.02,Hyderabad,30,1482,26,0
TXN02593,2026-01-15 11:20:00,Payment,275.68,Delhi,37,2205,48,0
TXN04342,2026-01-15 11:22:00,Withdrawal,223.86,Kolkata,22,624,22,0
TXN02714,2026-01-15 11:24:00,Withdrawal,190.56,Kolkata,36,1596,24,0
TXN01873,2026-01-15 11:26:00,Payment,184.71,Bengaluru,48,2061,27,0
TXN02554,2026-01-15 11:30:00,Payment,372.38,Pune,29,775,5,0
TXN02484,2026-01-15 11:31:00,Payment,238.16,Bengaluru,60,2113,12,0
TXN05154,2026-01-15 11:32:00,Transfer,609.18,Ahmedabad,33,132,49,0
TXN08011,2026-01-15 11:38:00,Payment,3071.9,Jaipur,48,1835,11,0
TXN01295,2026-01-15 11:39:00,Transfer,107.37,Jaipur,54,317,42,0
TXN08581,2026-01-15 11:42:00,Payment,1007.03,Delhi,30,446,24,0
TXN05957,2026-01-15 11:43:00,Transfer,163.8,Ahmedabad,39,2320,33,0
TXN04909,2026-01-15 11:46:00,Payment,115.76,Mumbai,37,628,41,0
TXN00558,2026-01-15 11:51:00,Withdrawal,754.51,Bengaluru,35,538,45,0
TXN01165,2026-01-15 11:52:00,Payment,580.37,Pune,63,1393,16,0
TXN06818,2026-01-15 11:52:00,Withdrawal,18.4,Delhi,49,685,51,0
TXN00974,2026-01-15 11:54:00,Payment,360.23,Bengaluru,18,776,37,0
TXN08251,2026-01-15 11:58:00,Payment,1841.72,Chennai,28,290,89,0
TXN03030,2026-01-15 12:00:00,Payment,512.3,Delhi,28,947,18,0
TXN01419,2026-01-15 12:03:00,Payment,29.35,Pune,41,341,35,0
TXN08993,2026-01-15 12:04:00,Payment,28.22,Delhi,69,1083,76,0
TXN09272,2026-01-15 12:04:00,Payment,147.46,Mumbai,18,1165,9,0
TXN07157,2026-01-15 12:05:00,Transfer,345.89,Bengaluru,56,1860,102,0
TXN08237,2026-01-15 12:05:00,Withdrawal,198.25,Pune,38,1849,79,0
TXN06592,2026-01-15 12:07:00,Transfer,74.57,Delhi,46,929,51,0
TXN08014,2026-01-15 12:07:00,Withdrawal,471.16,Kolkata,42,807,33,0
TXN06018,2026-01-15 12:09:00,Payment,290.23,Pune,21,213,30,0
TXN04602,2026-01-15 12:13:00,Payment,610.06,Bengaluru,27,994,19,0
TXN03753,2026-01-15 12:21:00,Payment,265.18,Bengaluru,23,353,38,0
TXN06182,2026-01-15 12:22:00,Payment,478.3,Pune,63,973,23,0
TXN00212,2026-01-15 12:22:00,Transfer,1115.58,Hyderabad,21,924,22,0
TXN09154,2026-01-15 12:25:00,Payment,12.61,Chennai,21,531,23,0
TXN05524,2026-01-15 12:26:00,Withdrawal,713.55,Chennai,61,323,15,0
TXN04727,2026-01-15 12:35:00,Payment,99.43,Jaipur,50,1037,67,0
TXN07395,2026-01-15 12:43:00,Withdrawal,474.97,Ahmedabad,64,1069,72,0
TXN07651,2026-01-15 12:43:00,Payment,265.57,Chennai,48,291,66,0
TXN01571,2026-01-15 12:44:00,Payment,192.97,Jaipur,43,381,85,0
TXN01351,2026-01-15 12:44:00,Payment,152.54,Chennai,32,348,31,0
TXN01596,2026-01-15 12:55:00,Payment,77.39,Bengaluru,59,672,30,0
TXN00315,2026-01-15 12:57:00,Transfer,399.25,Hyderabad,31,562,12,0
TXN07084,2026-01-15 13:02:00,Withdrawal,195.03,Mumbai,69,1762,23,0
TXN01122,2026-01-15 13:06:00,Transfer,9.09,Jaipur,64,961,55,0
TXN04745,2026-01-15 13:08:00,Payment,424.24,Mumbai,23,1046,56,0
TXN08076,2026-01-15 13:08:00,Payment,32.48,Delhi,54,103,39,0
TXN03193,2026-01-15 13:10:00,Payment,367.59,Mumbai,52,197,18,0
TXN07998,2026-01-15 13:15:00,Payment,92.01,Hyderabad,36,466,90,0
TXN05214,2026-01-15 13:15:00,Payment,346.71,Bengaluru,40,1009,28,0
TXN02700,2026-01-15 13:24:00,Withdrawal,1096.87,Bengaluru,34,3214,61,0
TXN04608,2026-01-15 13:26:00,Transfer,159.17,Mumbai,67,999,38,0
TXN03552,2026-01-15 13:26:00,Withdrawal,327.77,Chennai,28,868,21,0
TXN04772,2026-01-15 13:27:00,Transfer,143.41,Delhi,61,986,27,0
TXN07482,2026-01-15 13:27:00,Transfer,284.25,Hyderabad,38,686,123,0
TXN02657,2026-01-15 13:33:00,Payment,411.6,Bengaluru,51,1235,156,0
TXN09763,2026-01-15 13:35:00,Transfer,48.43,Mumbai,32,646,61,0
TXN00005,2026-01-15 13:37:00,Transfer,186.18,Ahmedabad,37,595,123,0
TXN01932,2026-01-15 13:39:00,Payment,200.59,Kolkata,55,753,20,0
TXN08302,2026-01-15 13:45:00,Payment,101.86,Chennai,43,689,24,0
TXN07118,2026-01-15 13:49:00,Withdrawal,36.15,Bengaluru,26,871,10,0
TXN07239,2026-01-15 13:49:00,Payment,125.07,Bengaluru,37,312,14,0
TXN01306,2026-01-15 13:49:00,Payment,147.45,Chennai,44,863,103,0
TXN03497,2026-01-15 13:50:00,Payment,390.71,Chennai,28,233,87,0
TXN00294,2026-01-15 13:52:00,Payment,342.05,Delhi,23,682,35,0
TXN03786,2026-01-15 13:53:00,Payment,426.96,Kolkata,58,114,75,0
TXN09496,2026-01-15 13:55:00,Payment,380.63,Mumbai,30,1014,112,0
TXN03170,2026-01-15 13:57:00,Transfer,1165.99,Ahmedabad,66,763,10,0
TXN02820,2026-01-15 14:00:00,Payment,174.65,Kolkata,35,1525,31,0
TXN04065,2026-01-15 14:04:00,Payment,221.14,Bengaluru,46,474,35,0
TXN01142,2026-01-15 14:14:00,Payment,1478.68,Delhi,55,328,5,0
TXN05261,2026-01-15 14:20:00,Transfer,777.55,Delhi,44,598,61,0
TXN05408,2026-01-15 14:22:00,Transfer,552.76,Delhi,44,805,88,0
TXN08869,2026-01-15 14:23:00,Payment,185.03,Mumbai,20,402,49,0
TXN03349,2026-01-15 14:27:00,Withdrawal,38.46,Chennai,64,1348,19,0
TXN08371,2026-01-15 14:35:00,Transfer,215.05,Kolkata,53,395,107,1
TXN08870,2026-01-15 14:36:00,Withdrawal,112.1,Bengaluru,19,1033,33,0
TXN06752,2026-01-15 14:38:00,Withdrawal,161.31,Chennai,21,1080,85,0
TXN04548,2026-01-15 14:39:00,Transfer,352.65,Pune,23,2047,167,0
TXN04721,2026-01-15 14:39:00,Transfer,414.43,Ahmedabad,57,970,26,0
TXN01255,2026-01-15 14:40:00,Withdrawal,559.48,Mumbai,52,1405,32,0
TXN03889,2026-01-15 14:41:00,Withdrawal,839.5,Chennai,65,1147,23,0
TXN01545,2026-01-15 14:44:00,Payment,176.21,Chennai,57,1450,85,0
TXN08897,2026-01-15 14:45:00,Transfer,248.0,Pune,37,563,34,0
TXN02651,2026-01-15 14:45:00,Payment,394.9,Bengaluru,20,621,165,0
TXN00615,2026-01-15 14:47:00,Payment,60.98,Bengaluru,47,1322,8,0
TXN07729,2026-01-15 14:48:00,Payment,753.4,Mumbai,57,1197,103,0
TXN03264,2026-01-15 14:50:00,Payment,98.22,Mumbai,30,487,138,0
TXN04551,2026-01-15 14:53:00,Payment,2606.01,Kolkata,23,1044,78,0
TXN02773,2026-01-15 14:53:00,Withdrawal,160.01,Mumbai,18,1464,17,0
TXN05903,2026-01-15 14:55:00,Transfer,273.64,Ahmedabad,34,741,36,0
TXN05368,2026-01-15 14:55:00,Payment,294.39,Pune,64,1056,43,0
TXN06292,2026-01-15 14:58:00,Withdrawal,113.28,Chennai,48,4000,126,0
TXN07799,2026-01-15 15:02:00,Payment,25.01,Chennai,36,609,24,0
TXN09037,2026-01-15 15:05:00,Payment,1627.82,Chennai,57,1378,37,0
TXN04358,2026-01-15 15:06:00,Payment,232.28,Ahmedabad,41,627,66,0
TXN08476,2026-01-15 15:08:00,Transfer,304.97,Ahmedabad,60,854,17,0
TXN00501,2026-01-15 15:10:00,Payment,110.5,Mumbai,44,402,15,0
TXN08509,2026-01-15 15:11:00,Payment,280.83,Delhi,33,1083,62,0
TXN06987,2026-01-15 15:15:00,Withdrawal,288.04,Delhi,69,1601,6,0
TXN04149,2026-01-15 15:18:00,Payment,26.52,Jaipur,28,942,95,0
TXN05155,2026-01-15 15:19:00,Payment,368.56,Bengaluru,20,1365,69,0
TXN03344,2026-01-15 15:19:00,Transfer,344.87,Ahmedabad,50,487,85,0
TXN08393,2026-01-15 15:20:00,Payment,239.13,Pune,49,946,37,0
TXN01069,2026-01-15 15:29:00,Payment,760.89,Jaipur,25,1470,108,0
TXN07956,2026-01-15 15:30:00,Payment,1090.18,Kolkata,21,303,82,0
TXN05350,2026-01-15 15:31:00,Withdrawal,771.13,Mumbai,34,1560,30,0
TXN00161,2026-01-15 15:31:00,Payment,471.36,Bengaluru,68,1638,30,0
TXN01489,2026-01-15 15:35:00,Transfer,38.93,Kolkata,48,1495,56,0
TXN04808,2026-01-15 15:36:00,Payment,54.82,Hyderabad,61,1085,8,0
TXN07928,2026-01-15 15:36:00,Transfer,71.24,Bengaluru,31,409,42,0
TXN01726,2026-01-15 15:39:00,Payment,175.36,Pune,23,723,23,0
TXN04770,2026-01-15 15:40:00,Payment,2032.34,Ahmedabad,27,1428,34,0
TXN02525,2026-01-15 15:43:00,Payment,105.36,Mumbai,39,1730,18,0
TXN08203,2026-01-15 15:47:00,Payment,137.0,Chennai,39,347,173,0
TXN02731,2026-01-15 15:51:00,Transfer,192.03,Mumbai,23,780,82,1
TXN07220,2026-01-15 15:52:00,Payment,16.8,Kolkata,47,1143,46,0
